,C0,C1,r,delta,theta,thetaG,alpha_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,beta_0
0,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.01,0.275,0.0,0.005,0.5,0.5,0.00995,0.49995,unconstrained,unconstrained,0.005
1,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.020103092783505153,0.275,0.0,0.010051546391752576,0.5,0.5,0.019901025613774045,0.4997979328302689,unconstrained,unconstrained,0.010051546391752576
2,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.03020618556701031,0.275,0.0,0.015103092783505155,0.5,0.5,0.02974997874375598,0.4995437931767457,unconstrained,unconstrained,0.015103092783505155
3,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.04030927835051546,0.275,0.0,0.02015463917525773,0.5,0.5,0.03949685938994579,0.49918758103943034,unconstrained,unconstrained,0.02015463917525773
4,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.05041237113402062,0.275,0.0,0.02520618556701031,0.5,0.5,0.049141667552343504,0.49872929641832286,unconstrained,unconstrained,0.02520618556701031
5,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.060515463917525776,0.275,0.0,0.030257731958762888,0.5,0.5,0.058684403230949096,0.4981689393134233,unconstrained,unconstrained,0.030257731958762888
6,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.07061855670103093,0.275,0.0,0.03530927835051546,0.5,0.5,0.06812506642576256,0.49750650972473165,unconstrained,unconstrained,0.03530927835051546
7,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.08072164948453607,0.275,0.0,0.040360824742268035,0.5,0.5,0.07746365713678392,0.49674200765224785,unconstrained,unconstrained,0.040360824742268035
8,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.09082474226804123,0.275,0.0,0.045412371134020614,0.5,0.5,0.08670017536401317,0.49587543309597193,unconstrained,unconstrained,0.045412371134020614
9,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.10092783505154639,0.275,0.0,0.05046391752577319,0.5,0.5,0.09583462110745031,0.49490678605590394,unconstrained,unconstrained,0.05046391752577319
10,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.11103092783505154,0.275,0.0,0.05551546391752577,0.5,0.5,0.10486699436709533,0.4938360665320438,unconstrained,unconstrained,0.05551546391752577
11,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.12113402061855669,0.275,0.0,0.060567010309278344,0.5,0.5,0.11379729514294823,0.4926632745243915,unconstrained,unconstrained,0.060567010309278344
12,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.13123711340206184,0.275,0.0,0.06561855670103092,0.5,0.5,0.12262552343500903,0.4913884100329472,unconstrained,unconstrained,0.06561855670103092
13,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.141340206185567,0.275,0.0,0.0706701030927835,0.5,0.5,0.1313516792432777,0.4900114730577107,unconstrained,unconstrained,0.0706701030927835
14,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.15144329896907216,0.275,0.0,0.07572164948453608,0.5,0.5,0.13997576256775426,0.48853246359868213,unconstrained,unconstrained,0.07572164948453608
15,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.16154639175257732,0.275,0.0,0.08077319587628866,0.5,0.5,0.14849777340843873,0.4869513816558614,unconstrained,unconstrained,0.08077319587628866
16,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.17164948453608248,0.275,0.0,0.08582474226804124,0.5,0.5,0.15691771176533106,0.48526822722924856,unconstrained,unconstrained,0.08582474226804124
17,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.18175257731958763,0.275,0.0,0.09087628865979382,0.5,0.5,0.1652355776384313,0.48348300031884367,unconstrained,unconstrained,0.09087628865979382
18,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.1918556701030928,0.275,0.0,0.0959278350515464,0.5,0.5,0.17345137102773941,0.4815957009246466,unconstrained,unconstrained,0.0959278350515464
19,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.20195876288659795,0.275,0.0,0.10097938144329897,0.5,0.5,0.1815650919332554,0.47960632904665745,unconstrained,unconstrained,0.10097938144329897
20,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.2120618556701031,0.275,0.0,0.10603092783505155,0.5,0.5,0.1895767403549793,0.4775148846848762,unconstrained,unconstrained,0.10603092783505155
21,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.22216494845360824,0.275,0.0,0.11108247422680412,0.5,0.5,0.19748631629291102,0.4753213678393028,unconstrained,unconstrained,0.11108247422680412
22,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.2322680412371134,0.275,0.0,0.1161340206185567,0.5,0.5,0.2052938197470507,0.47302577850993727,unconstrained,unconstrained,0.1161340206185567
23,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.24237113402061855,0.275,0.0,0.12118556701030928,0.5,0.5,0.21299925071739823,0.4706281166967797,unconstrained,unconstrained,0.12118556701030928
24,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.2524742268041237,0.275,0.0,0.12623711340206184,0.5,0.5,0.22060260920395364,0.46812838239982996,unconstrained,unconstrained,0.12623711340206184
25,"[[1 0]
 [0 1]]","[[1 0]
 [0 1]]",[1 1],0.26257731958762887,0.275,0.0,0.13128865979381443,0.5,0.5,0.22810389520671698,0.4655265756190881,unconstrained,unconstrained,0.13128865979381443
