C0,C1,r,delta,theta,thetaG,alpha_0,beta_0,alpha_1,beta_1,U_G,U_D,Gstrategy,Dstrategy,backfiring_flag
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.65,0.05,0.1875,0.05,0.1875,0.65,0.35765625,0.058750000000000024,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.7000000000000001,0.05,0.1875,0.05,0.1875,0.7000000000000001,0.38265625000000003,0.02124999999999999,$\beta_0=\theta_G$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.75,0.05,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.75,0.375,0.022376543209876643,unconstrained,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8,0.05,1e-06,0.24444544444444438,1e-06,0.8,0.340246313575747,0.09135963580146905,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.8500000000000001,0.05,0.0,0.25,0.0,0.8500000000000001,0.36250000000000004,0.06499999999999995,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9,0.05,0.0,0.25,0.0,0.9,0.3875,0.02749999999999997,$\alpha_0=0$,constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,0.9500000000000001,0.05,1e-06,0.39444544444444435,1e-06,0.9500000000000001,0.3194123052424137,0.16635963580146906,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.0,0.05,1e-06,0.44444544444444434,1e-06,1.0,0.3024676357979692,0.19135963580146897,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.05,0.05,1e-06,0.49444544444444427,1e-06,1.05,0.28052296635352486,0.21635963580146889,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1,0.05,1e-06,0.5444454444444448,1e-06,1.1,0.25357829690907996,0.2413596358014694,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.1500000000000001,0.05,1e-06,0.5944454444444446,1e-06,1.1500000000000001,0.22163362746463566,0.26635963580146915,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.2000000000000002,0.05,1e-06,0.6444454444444446,1e-06,1.2000000000000002,0.1846889580201912,0.2913596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.25,0.05,1e-06,0.6944454444444444,1e-06,1.25,0.1427442885757469,0.3163596358014691,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.3,0.05,1e-06,0.7444454444444446,1e-06,1.3,0.0957996191313022,0.3413596358014692,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.35,0.05,1e-06,0.7944454444444443,1e-06,1.35,0.043854949686858324,0.3663596358014689,"$U_D=0, \alpha_0=0$",constrained $\alpha_1=\alpha_0$,0
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4000000000000001,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.4500000000000002,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.5,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.55,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
"[[1.   1.25]
 [1.25 1.  ]]","[[1.   1.25]
 [1.25 1.  ]]",[1 1],0.5,1.6500000000000001,0.05,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,abstain,abstain,1
